,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,val1,val2,val3,val4
170,nm0000171,Ashley Judd,1968,\N,"actress,producer,director","tt0113277,tt0470705,tt0352277,tt0150377",tt0113277,tt0470705,tt0352277,tt0150377
171,nm0000172,Harvey Keitel,1939,\N,"actor,producer,soundtrack","tt0105236,tt2278388,tt0110912,tt0103759",tt0105236,tt2278388,tt0110912,tt0103759
172,nm0000173,Nicole Kidman,1967,\N,"actress,producer,soundtrack","tt0203009,tt0274558,tt0159365,tt0276919",tt0203009,tt0274558,tt0159365,tt0276919
173,nm0000174,Val Kilmer,1959,\N,"actor,soundtrack,producer","tt0235737,tt0101761,tt0373469,tt0120053",tt0235737,tt0101761,tt0373469,tt0120053
174,nm0000175,Stephen King,1947,\N,"writer,producer,actor","tt0111161,tt0120689,tt0091499,tt0083767",tt0111161,tt0120689,tt0091499,tt0083767
175,nm0000176,Nastassja Kinski,1961,\N,"actress,producer,soundtrack","tt0083722,tt0080009,tt0111400,tt0087884",tt0083722,tt0080009,tt0111400,tt0087884
176,nm0000177,Kevin Kline,1947,\N,"actor,soundtrack,director","tt0095159,tt0120891,tt0113117,tt0106673",tt0095159,tt0120891,tt0113117,tt0106673
177,nm0000178,Diane Lane,1965,\N,"actress,soundtrack","tt0250797,tt0086066,tt2096673,tt0328589",tt0250797,tt0086066,tt2096673,tt0328589
178,nm0000179,Jude Law,1972,\N,"actor,producer,soundtrack","tt0134119,tt2278388,tt0346156,tt0376541",tt0134119,tt2278388,tt0346156,tt0376541
179,nm0000180,David Lean,1908,1991,"editor,director,writer","tt0050212,tt0056172,tt0087892,tt0059113",tt0050212,tt0056172,tt0087892,tt0059113
180,nm0000181,Heather Locklear,1961,\N,"actress,producer,soundtrack","tt0103491,tt0380623,tt0119695,tt0098193",tt0103491,tt0380623,tt0119695,tt0098193
181,nm0000182,Jennifer Lopez,1969,\N,"producer,actress,soundtrack","tt0209958,tt5503686,tt0299930,tt0118615",tt0209958,tt5503686,tt0299930,tt0118615
182,nm0000183,Traci Lords,1968,\N,"actress,soundtrack,producer","tt1984153,tt0120611,tt1007028,tt0099329",tt1984153,tt0120611,tt1007028,tt0099329
183,nm0000184,George Lucas,1944,\N,"writer,producer,director","tt0069704,tt0066434,tt0082971,tt0076759",tt0069704,tt0066434,tt0082971,tt0076759
184,nm0000185,Dolph Lundgren,1957,\N,"actor,producer,director","tt0113481,tt0105698,tt0089927,tt0093507",tt0113481,tt0105698,tt0089927,tt0093507
185,nm0000186,David Lynch,1946,\N,"writer,director,producer","tt0105665,tt0166924,tt0460829,tt0098936",tt0105665,tt0166924,tt0460829,tt0098936
186,nm0000187,Madonna,1958,\N,"soundtrack,actress,composer","tt0116250,tt0156841,tt0246460,tt0099422",tt0116250,tt0156841,tt0246460,tt0099422
187,nm0000188,Steve Martin,1945,\N,"writer,actor,soundtrack","tt0131325,tt0079367,tt0102250,tt0093886",tt0131325,tt0079367,tt0102250,tt0093886
188,nm0000189,Jenny McCarthy,1972,\N,"actress,producer,writer","tt0327643,tt0134084,tt0131857,tt0455967",tt0327643,tt0134084,tt0131857,tt0455967
189,nm0000190,Matthew McConaughey,1969,\N,"actor,producer,soundtrack","tt1726669,tt0790636,tt0993846,tt1915581",tt1726669,tt0790636,tt0993846,tt1915581
190,nm0000191,Ewan McGregor,1971,\N,"actor,writer,soundtrack","tt0117951,tt0120915,tt0203009,tt1322269",tt0117951,tt0120915,tt0203009,tt1322269
191,nm0000192,Alyssa Milano,1972,\N,"actress,producer,soundtrack","tt0116287,tt0086827,tt0158552,tt0088944",tt0116287,tt0086827,tt0158552,tt0088944
192,nm0000193,Demi Moore,1962,\N,"actress,producer,director","tt0305357,tt0107211,tt0117765,tt0119173",tt0305357,tt0107211,tt0117765,tt0119173
193,nm0000194,Julianne Moore,1960,\N,"actress,producer,soundtrack","tt0175880,tt0297884,tt0842926,tt3316960",tt0175880,tt0297884,tt0842926,tt3316960
194,nm0000195,Bill Murray,1950,\N,"actor,soundtrack,writer","tt0335266,tt0362270,tt0128445,tt1748122",tt0335266,tt0362270,tt0128445,tt1748122
195,nm0000196,Mike Myers,1963,\N,"actor,writer,soundtrack","tt0145660,tt0118655,tt0811138,tt0295178",tt0145660,tt0118655,tt0811138,tt0295178
196,nm0000197,Jack Nicholson,1937,\N,"actor,soundtrack,producer","tt0407887,tt0073486,tt0071315,tt0119822",tt0407887,tt0073486,tt0071315,tt0119822
197,nm0000198,Gary Oldman,1958,\N,"actor,soundtrack,producer","tt4555426,tt0468569,tt1340800,tt0103874",tt4555426,tt0468569,tt1340800,tt0103874
198,nm0000199,Al Pacino,1940,\N,"actor,producer,soundtrack","tt0070666,tt0072890,tt0068646,tt0099422",tt0070666,tt0072890,tt0068646,tt0099422
199,nm0000200,Bill Paxton,1955,2017,"actor,producer,writer","tt0264616,tt0090605,tt0117998,tt0112384",tt0264616,tt0090605,tt0117998,tt0112384
200,nm0000201,Michelle Pfeiffer,1958,\N,"actress,soundtrack,producer","tt0117247,tt0161081,tt0427327,tt0106226",tt0117247,tt0161081,tt0427327,tt0106226
201,nm0000202,Ryan Phillippe,1974,\N,"actor,producer,director","tt0375679,tt0139134,tt0202677,tt0280707",tt0375679,tt0139134,tt0202677,tt0280707
202,nm0000203,River Phoenix,1970,1993,"actor,soundtrack","tt0091557,tt0102494,tt0096018,tt0092005",tt0091557,tt0102494,tt0096018,tt0092005
203,nm0000204,Natalie Portman,1981,\N,"actress,producer,soundtrack","tt0110413,tt0376541,tt0434409,tt0947798",tt0110413,tt0376541,tt0434409,tt0947798
204,nm0000205,Parker Posey,1968,\N,"actress,soundtrack,writer","tt0359013,tt0348150,tt0134084,tt0406759",tt0359013,tt0348150,tt0134084,tt0406759
205,nm0000206,Keanu Reeves,1964,\N,"actor,producer,soundtrack","tt0102685,tt0133093,tt0111257,tt0234215",tt0102685,tt0133093,tt0111257,tt0234215
206,nm0000207,Christina Ricci,1980,\N,"actress,producer,soundtrack","tt0112642,tt0462200,tt0101272,tt0114011",tt0112642,tt0462200,tt0101272,tt0114011
207,nm0000208,Molly Ringwald,1968,\N,"actress,soundtrack,music_department","tt0088847,tt0088128,tt0095169,tt0091790",tt0088847,tt0088128,tt0095169,tt0091790
208,nm0000209,Tim Robbins,1958,\N,"actor,producer,director","tt0327056,tt0112818,tt0105151,tt0094812",tt0327056,tt0112818,tt0105151,tt0094812
209,nm0000210,Julia Roberts,1967,\N,"actress,producer,soundtrack","tt0100405,tt0119738,tt0195685,tt0376541",tt0100405,tt0119738,tt0195685,tt0376541
210,nm0000211,Mimi Rogers,1956,\N,"actress,producer,soundtrack","tt0120738,tt0210070,tt0329028,tt0488085",tt0120738,tt0210070,tt0329028,tt0488085
211,nm0000212,Meg Ryan,1961,\N,"actress,producer,soundtrack","tt0108160,tt0098635,tt0128853,tt0120632",tt0108160,tt0098635,tt0128853,tt0120632
212,nm0000213,Winona Ryder,1971,\N,"actress,producer,soundtrack","tt0172493,tt0110367,tt0097493,tt0100140",tt0172493,tt0110367,tt0097493,tt0100140
213,nm0000214,Mia Sara,1967,\N,"actress,soundtrack","tt0112515,tt0111438,tt0091042,tt0089469",tt0112515,tt0111438,tt0091042,tt0089469
214,nm0000215,Susan Sarandon,1946,\N,"actress,producer,soundtrack","tt0112818,tt0094812,tt0103074,tt0120686",tt0112818,tt0094812,tt0103074,tt0120686
215,nm0000216,Arnold Schwarzenegger,1947,\N,"actor,producer,director","tt0216216,tt0093773,tt0116213,tt0103064",tt0216216,tt0093773,tt0116213,tt0103064
216,nm0000217,Martin Scorsese,1942,\N,"producer,director,actor","tt0106226,tt0075314,tt0070379,tt0099685",tt0106226,tt0075314,tt0070379,tt0099685
217,nm0000218,Kristin Scott Thomas,1960,\N,"actress,soundtrack,director","tt0280707,tt1602613,tt0116209,tt0109831",tt0280707,tt1602613,tt0116209,tt0109831
218,nm0000219,Steven Seagal,1952,\N,"producer,actor,writer","tt0110725,tt0105690,tt0094602,tt0242445",tt0110725,tt0105690,tt0094602,tt0242445
219,nm0000220,Joan Severance,1958,\N,"actress,producer","tt0099141,tt0098282,tt0112519,tt0115696",tt0099141,tt0098282,tt0112519,tt0115696
220,nm0000221,Charlie Sheen,1965,\N,"actor,producer,soundtrack","tt0107144,tt0094291,tt0369179,tt0108333",tt0107144,tt0094291,tt0369179,tt0108333
221,nm0000222,Brooke Shields,1965,\N,"actress,producer,soundtrack","tt0080453,tt0115376,tt0078111,tt0080116",tt0080453,tt0115376,tt0078111,tt0080116
222,nm0000223,Elisabeth Shue,1963,\N,"actress,soundtrack,producer","tt0120053,tt0087538,tt0092513,tt0113627",tt0120053,tt0087538,tt0092513,tt0113627
223,nm0000224,Alicia Silverstone,1976,\N,"actress,producer,soundtrack","tt0112697,tt0118688,tt0119086,tt0124298",tt0112697,tt0118688,tt0119086,tt0124298
224,nm0000225,Christian Slater,1969,\N,"actor,producer,soundtrack","tt0108399,tt0102798,tt0124198,tt4158110",tt0108399,tt0102798,tt0124198,tt4158110
225,nm0000226,Will Smith,1968,\N,"music_department,actor,producer","tt0098800,tt0119654,tt0120891,tt0480249",tt0098800,tt0119654,tt0120891,tt0480249
226,nm0000227,Mira Sorvino,1967,\N,"actress,producer,soundtrack","tt0364343,tt0113819,tt0120032,tt0120008",tt0364343,tt0113819,tt0120032,tt0120008
227,nm0000228,Kevin Spacey,1959,\N,"actor,producer,soundtrack","tt0119488,tt0114369,tt0169547,tt0114814",tt0119488,tt0114369,tt0169547,tt0114814
228,nm0000229,Steven Spielberg,1946,\N,"producer,writer,director","tt0108052,tt0082971,tt0120815,tt0083866",tt0108052,tt0082971,tt0120815,tt0083866
229,nm0000230,Sylvester Stallone,1946,\N,"actor,writer,producer","tt3076658,tt0075148,tt0084602,tt0089927",tt3076658,tt0075148,tt0084602,tt0089927
230,nm0000231,Oliver Stone,1946,\N,"producer,director,writer","tt0096969,tt0110632,tt0102138,tt0091763",tt0096969,tt0110632,tt0102138,tt0091763
231,nm0000232,Sharon Stone,1958,\N,"actress,producer,soundtrack","tt0112641,tt0108162,tt0103772,tt0114214",tt0112641,tt0108162,tt0103772,tt0114214
232,nm0000233,Quentin Tarantino,1963,\N,"writer,actor,producer","tt0105236,tt0110912,tt0116367,tt3460252",tt0105236,tt0110912,tt0116367,tt3460252
233,nm0000234,Charlize Theron,1975,\N,"producer,actress,soundtrack","tt0340855,tt5610554,tt1735898,tt1392190",tt0340855,tt5610554,tt1735898,tt1392190
234,nm0000235,Uma Thurman,1970,\N,"actress,soundtrack,producer","tt0118688,tt0378194,tt0266697,tt0110912",tt0118688,tt0378194,tt0266697,tt0110912
235,nm0000236,Jennifer Tilly,1958,\N,"actress,soundtrack,writer","tt0115736,tt0387575,tt0144120,tt0109348",tt0115736,tt0387575,tt0144120,tt0109348
236,nm0000237,John Travolta,1954,\N,"actor,soundtrack,producer","tt0110912,tt0076666,tt0077631,tt0113161",tt0110912,tt0076666,tt0077631,tt0113161
237,nm0000238,Shannon Tweed,1957,\N,"actress,producer,miscellaneous","tt0112942,tt0165710,tt0094834,tt0110675",tt0112942,tt0165710,tt0094834,tt0110675
238,nm0000239,Liv Tyler,1977,\N,"actress,producer,soundtrack","tt0120737,tt0120591,tt0482606,tt0167260",tt0120737,tt0120591,tt0482606,tt0167260
239,nm0000240,Skeet Ulrich,1970,\N,"actor,director,producer","tt0115963,tt0913354,tt0409572,tt0117571",tt0115963,tt0913354,tt0409572,tt0117571
240,nm0000241,Jean-Claude Van Damme,1960,\N,"actor,producer,writer","tt0097659,tt0119013,tt0101764,tt0092675",tt0097659,tt0119013,tt0101764,tt0092675
241,nm0000242,Mark Wahlberg,1971,\N,"producer,actor,soundtrack","tt0407887,tt1637725,tt0118749,tt0964517",tt0407887,tt1637725,tt0118749,tt0964517
242,nm0000243,Denzel Washington,1954,\N,"actor,producer,soundtrack","tt0168786,tt2671706,tt1037705,tt0139654",tt0168786,tt2671706,tt1037705,tt0139654
243,nm0000244,Sigourney Weaver,1949,\N,"actress,soundtrack,producer","tt0078748,tt0118583,tt0177789,tt0499549",tt0078748,tt0118583,tt0177789,tt0499549
244,nm0000245,Robin Williams,1951,2014,"actor,soundtrack,writer","tt0077053,tt0119217,tt0093105,tt0107614",tt0077053,tt0119217,tt0093105,tt0107614
245,nm0000246,Bruce Willis,1955,\N,"actor,soundtrack,producer","tt0088571,tt0167404,tt0095016,tt0110912",tt0088571,tt0167404,tt0095016,tt0110912
246,nm0000247,John Woo,1946,\N,"director,producer,writer","tt0104684,tt0425637,tt0092263,tt0119094",tt0104684,tt0425637,tt0092263,tt0119094
247,nm0000248,Edward D. Wood Jr.,1924,1978,"writer,director,actor","tt0047127,tt0045826,tt0052077,tt0067479",tt0047127,tt0045826,tt0052077,tt0067479
248,nm0000249,James Woods,1947,\N,"actor,producer,soundtrack","tt0119282,tt0086541,tt0120877,tt0159097",tt0119282,tt0086541,tt0120877,tt0159097
249,nm0000250,Renée Zellweger,1969,\N,"actress,soundtrack,producer","tt0159365,tt0116695,tt0243155,tt0299658",tt0159365,tt0116695,tt0243155,tt0299658
250,nm0000251,Timothy Dowling,1973,\N,"actor,writer,script_department","tt0181852,tt0430922,tt1596350,tt2120120",tt0181852,tt0430922,tt1596350,tt2120120
251,nm0000252,Robert Ellis,1892,1974,"actor,director,writer","tt0006213,tt0010781,tt0030778,tt0030738",tt0006213,tt0010781,tt0030778,tt0030738
252,nm0000253,Robert Ellis,1888,1935,"art_director,miscellaneous","tt0025073,tt0026242,tt0010965,tt0014083",tt0025073,tt0026242,tt0010965,tt0014083
253,nm0000254,Isabelle Adjani,1955,\N,"actress,soundtrack,producer","tt0082933,tt0094828,tt0073114,tt0110963",tt0082933,tt0094828,tt0073114,tt0110963
254,nm0000255,Ben Affleck,1972,\N,"producer,actor,writer","tt0119217,tt1024648,tt2267998,tt0840361",tt0119217,tt1024648,tt2267998,tt0840361
255,nm0000256,Jenny Agutter,1952,\N,"actress,soundtrack","tt0848228,tt0099253,tt0074812,tt0082010",tt0848228,tt0099253,tt0074812,tt0082010
256,nm0000257,Alan Alda,1936,\N,"actor,miscellaneous,soundtrack","tt0082405,tt0097123,tt0338751,tt0068098",tt0082405,tt0097123,tt0338751,tt0068098
257,nm0000258,Stephanie Zimbalist,1956,\N,"actress,writer","tt0076993,tt0083470,tt0080402,tt3717214",tt0076993,tt0083470,tt0080402,tt3717214
258,nm0000259,Ginger Lynn,1962,\N,"actress,director,writer","tt0210365,tt0134898,tt0395584,tt0087562",tt0210365,tt0134898,tt0395584,tt0087562
259,nm0000260,Joan Allen,1956,\N,"actress,producer,soundtrack","tt0452608,tt0113987,tt3170832,tt0115988",tt0452608,tt0113987,tt3170832,tt0115988
260,nm0000261,Karen Allen,1951,\N,"actress,director,soundtrack","tt0367882,tt0077975,tt0082971,tt0088172",tt0367882,tt0077975,tt0082971,tt0088172
261,nm0000262,Nancy Allen,1950,\N,"actress,soundtrack","tt0080661,tt0100502,tt0107978,tt0093870",tt0080661,tt0100502,tt0107978,tt0093870
262,nm0000263,Kirstie Alley,1951,\N,"actress,producer,writer","tt0157503,tt0084726,tt0114852,tt0097778",tt0157503,tt0084726,tt0114852,tt0097778
263,nm0000264,Pedro Almodóvar,1949,\N,"writer,director,soundtrack","tt1189073,tt0441909,tt0287467,tt0095675",tt1189073,tt0441909,tt0287467,tt0095675
264,nm0000265,Robert Altman,1925,2006,"director,producer,writer","tt0108122,tt0066026,tt0105151,tt0280707",tt0108122,tt0066026,tt0105151,tt0280707
265,nm0000266,Ursula Andress,1936,\N,actress,"tt0055928,tt0059710,tt0061452,tt0082186",tt0055928,tt0059710,tt0061452,tt0082186
266,nm0000267,Julie Andrews,1935,\N,"actress,soundtrack,producer","tt0084865,tt0059742,tt0247638,tt0058331",tt0084865,tt0059742,tt0247638,tt0058331
267,nm0000268,Ann-Margret,1941,\N,"actress,soundtrack","tt0066892,tt0107050,tt0077321,tt0056891",tt0066892,tt0107050,tt0077321,tt0056891
268,nm0000269,Jean-Jacques Annaud,1943,\N,"director,producer,writer","tt2909116,tt0091605,tt0120102,tt0215750",tt2909116,tt0091605,tt0120102,tt0215750
269,nm0000270,Gabrielle Anwar,1970,\N,"actress,producer,soundtrack","tt0108333,tt0114660,tt0810788,tt0105323",tt0108333,tt0114660,tt0810788,tt0105323
270,nm0000271,Anne Archer,1947,\N,"actress,producer,soundtrack","tt0105112,tt0160009,tt0093010,tt0108122",tt0105112,tt0160009,tt0093010,tt0108122
271,nm0000272,Fanny Ardant,1949,\N,"actress,director,writer","tt0283832,tt0127536,tt0401711,tt0086551",tt0283832,tt0127536,tt0401711,tt0086551
272,nm0000273,Alan Arkin,1934,\N,"actor,soundtrack,director","tt0104348,tt0449059,tt0099487,tt1024648",tt0104348,tt0449059,tt0099487,tt1024648
273,nm0000274,David Arquette,1971,\N,"producer,actor,director","tt0271367,tt0134084,tt0151738,tt0120082",tt0271367,tt0134084,tt0151738,tt0120082
274,nm0000275,Rosanna Arquette,1959,\N,"actress,director,producer","tt0190138,tt0088680,tt0089017,tt0110912",tt0190138,tt0088680,tt0089017,tt0110912
275,nm0000276,Sean Astin,1971,\N,"actor,producer,director","tt0167261,tt0089218,tt0120737,tt0167260",tt0167261,tt0089218,tt0120737,tt0167260
276,nm0000277,Richard Attenborough,1923,2014,"actor,producer,director","tt0110527,tt0083987,tt0107290,tt0057115",tt0110527,tt0083987,tt0107290,tt0057115
277,nm0000278,Pernilla August,1958,\N,"actress,director,writer","tt0104350,tt0120915,tt1437366,tt0121765",tt0104350,tt0120915,tt1437366,tt0121765
278,nm0000279,Hank Azaria,1964,\N,"actor,soundtrack,producer","tt0132347,tt0115685,tt0096697,tt1839481",tt0132347,tt0115685,tt0096697,tt1839481
279,nm0000280,Catherine Bach,1954,\N,"actress,soundtrack","tt0078607,tt0080213,tt0072288,tt1414382",tt0078607,tt0080213,tt0072288,tt1414382
280,nm0000281,Scott Baio,1960,\N,"actor,director,producer","tt0270846,tt0367279,tt0070992,tt0281680",tt0270846,tt0367279,tt0070992,tt0281680
281,nm0000282,Scott Bairstow,1970,\N,actor,"tt0182587,tt0119925,tt0283084,tt0120512",tt0182587,tt0119925,tt0283084,tt0120512
282,nm0000283,Brenda Bakke,1963,\N,actress,"tt0107144,tt0114781,tt0114608,tt0119488",tt0107144,tt0114781,tt0114608,tt0119488
283,nm0000284,Adam Baldwin,1962,\N,"actor,soundtrack","tt0116629,tt0379786,tt0187393,tt0093058",tt0116629,tt0379786,tt0187393,tt0093058
284,nm0000285,Alec Baldwin,1958,\N,"actor,producer,soundtrack","tt0407887,tt0318374,tt0104348,tt1230414",tt0407887,tt0318374,tt0104348,tt1230414
285,nm0000286,Stephen Baldwin,1966,\N,"actor,producer,director","tt0486583,tt0114814,tt0115683,tt0158622",tt0486583,tt0114814,tt0115683,tt0158622
286,nm0000287,William Baldwin,1963,\N,"actor,producer,stunts","tt0113010,tt0101393,tt0108162,tt0367089",tt0113010,tt0101393,tt0108162,tt0367089
287,nm0000288,Christian Bale,1974,\N,"actor,editorial_department,producer","tt0372784,tt1800241,tt0468569,tt0144084",tt0372784,tt1800241,tt0468569,tt0144084
288,nm0000289,Ellen Barkin,1954,\N,"actress,producer","tt0157503,tt0116277,tt0108330,tt0098273",tt0157503,tt0116277,tt0108330,tt0098273
289,nm0000290,John Barry,1933,2011,"music_department,soundtrack,composer","tt0081534,tt0099348,tt0089755,tt0093428",tt0081534,tt0099348,tt0089755,tt0093428
290,nm0000291,Angela Bassett,1958,\N,"actress,producer,director","tt2302755,tt1825683,tt0118884,tt0114558",tt2302755,tt1825683,tt0118884,tt0114558
291,nm0000292,Michelle Bauer,1958,\N,"actress,miscellaneous,costume_department","tt0103213,tt0181017,tt0097703,tt0094998",tt0103213,tt0181017,tt0097703,tt0094998
292,nm0000293,Sean Bean,1959,\N,"actor,producer,animation_department","tt0944947,tt1181791,tt0167261,tt0120737",tt0944947,tt1181791,tt0167261,tt0120737
293,nm0000294,Amanda Bearse,1958,\N,"actress,director,producer","tt0338067,tt0089175,tt0092400,tt0247121",tt0338067,tt0089175,tt0092400,tt0247121
294,nm0000295,Kate Beckinsale,1973,\N,"actress,producer,soundtrack","tt0320691,tt0452702,tt0338526,tt0401855",tt0320691,tt0452702,tt0338526,tt0401855
295,nm0000296,Robert Beltran,1953,\N,"actor,soundtrack","tt0087799,tt0112178,tt0113987,tt0085862",tt0087799,tt0112178,tt0113987,tt0085862
296,nm0000297,Tom Berenger,1949,\N,"actor,producer,writer","tt1375666,tt0085244,tt0097815,tt0091763",tt1375666,tt0085244,tt0097815,tt0091763
297,nm0000298,Candice Bergen,1946,\N,"actress,producer,soundtrack","tt0402711,tt0212346,tt0094514,tt0901476",tt0402711,tt0212346,tt0094514,tt0901476
298,nm0000299,Michael Biehn,1956,\N,"actor,producer,director","tt0108358,tt1077258,tt0088247,tt0090605",tt0108358,tt1077258,tt0088247,tt0090605
299,nm0000300,Juliette Binoche,1964,\N,"actress,art_department,miscellaneous","tt0108394,tt0116209,tt0241303,tt2452254",tt0108394,tt0116209,tt0241303,tt2452254
300,nm0000301,Thora Birch,1982,\N,"actress,producer,soundtrack","tt0105112,tt0162346,tt0107120,tt0169547",tt0105112,tt0162346,tt0107120,tt0169547
301,nm0000302,Jacqueline Bisset,1944,\N,"actress,producer","tt0088322,tt0071877,tt0062765,tt0061452",tt0088322,tt0071877,tt0062765,tt0061452
302,nm0000303,Honor Blackman,1925,2020,"actress,soundtrack","tt0243155,tt0058150,tt0057197,tt0054518",tt0243155,tt0058150,tt0057197,tt0054518
303,nm0000304,Linda Blair,1959,\N,"actress,soundtrack,producer","tt0070047,tt0082511,tt0088044,tt0079822",tt0070047,tt0082511,tt0088044,tt0079822
304,nm0000305,Mel Blanc,1908,1989,"actor,soundtrack,music_department","tt0096438,tt0045708,tt0094939,tt0077278",tt0096438,tt0045708,tt0094939,tt0077278
305,nm0000306,Brian Blessed,1936,\N,"actor,soundtrack,director","tt0120915,tt0107616,tt0120855,tt0080745",tt0120915,tt0107616,tt0120855,tt0080745
306,nm0000307,Helena Bonham Carter,1966,\N,"actress,soundtrack,producer","tt0408236,tt0137523,tt1504320,tt1707386",tt0408236,tt0137523,tt1504320,tt1707386
307,nm0000308,Ernest Borgnine,1917,2012,"actor,soundtrack,producer","tt0048356,tt0119177,tt0069113,tt0082340",tt0048356,tt0119177,tt0069113,tt0082340
308,nm0000309,David Bowie,1947,2016,"soundtrack,actor,composer","tt0074851,tt0091369,tt0196229,tt0482571",tt0074851,tt0091369,tt0196229,tt0482571
