,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,val1,val2,val3,val4
753,nm0000754,Kevin Anderson,1960,\N,"actor,soundtrack,stunts","tt0118411,tt0093683,tt0413895,tt0102945",tt0118411,tt0093683,tt0413895,tt0102945
754,nm0000755,Lindsay Anderson,1923,1994,"director,actor,writer","tt0083694,tt0057578,tt0063850,tt0070464",tt0083694,tt0057578,tt0063850,tt0070464
755,nm0000756,Loni Anderson,1945,\N,"actress,soundtrack","tt0120770,tt0086379,tt0077097,tt0118539",tt0120770,tt0086379,tt0077097,tt0118539
756,nm0000757,Melissa Sue Anderson,1962,\N,"actress,producer,soundtrack","tt0082498,tt0463850,tt0071007,tt0088513",tt0082498,tt0463850,tt0071007,tt0088513
757,nm0000758,Melody Anderson,1955,\N,actress,"tt0080745,tt0076984,tt0091055,tt0082242",tt0080745,tt0076984,tt0091055,tt0082242
758,nm0000759,Paul Thomas Anderson,1970,\N,"director,writer,producer","tt1791528,tt0118749,tt0272338,tt0469494",tt1791528,tt0118749,tt0272338,tt0469494
759,nm0000760,Richard Dean Anderson,1950,\N,"actor,producer,soundtrack","tt0374455,tt0088559,tt0929629,tt0118480",tt0374455,tt0088559,tt0929629,tt0118480
760,nm0000761,Bibi Andersson,1935,2019,"actress,soundtrack","tt0050986,tt0050976,tt0060827,tt0837106",tt0050986,tt0050976,tt0060827,tt0837106
761,nm0000762,Anthony Andrews,1948,\N,"actor,producer,soundtrack","tt1504320,tt0084157,tt0083390,tt0084637",tt1504320,tt0084157,tt0083390,tt0084637
762,nm0000763,Dana Andrews,1909,1992,"actor,soundtrack","tt0036868,tt0037008,tt0050766,tt0051221",tt0036868,tt0037008,tt0050766,tt0051221
763,nm0000764,André the Giant,1946,1993,actor,"tt0093779,tt0071054,tt0261495,tt0783198",tt0093779,tt0071054,tt0261495,tt0783198
764,nm0000765,Pier Angeli,1932,1971,"actress,soundtrack","tt0056504,tt0049778,tt0058947,tt0044112",tt0056504,tt0049778,tt0058947,tt0044112
765,nm0000766,Theodoros Angelopoulos,1935,2012,"director,writer,producer","tt0114863,tt0156794,tt0096288,tt0081148",tt0114863,tt0156794,tt0096288,tt0081148
766,nm0000767,Jean-Hugues Anglade,1955,\N,"actor,director,writer","tt0090563,tt0100263,tt0110265,tt0110963",tt0090563,tt0100263,tt0110265,tt0110963
767,nm0000768,Francesca Annis,1945,\N,actress,"tt0085811,tt0375920,tt0077042,tt0087182",tt0085811,tt0375920,tt0077042,tt0087182
768,nm0000769,Susan Anspach,1942,2018,"actress,soundtrack","tt0082770,tt0069808,tt0069097,tt0065724",tt0082770,tt0069808,tt0069097,tt0065724
769,nm0000770,David Anspaugh,1946,\N,"producer,director","tt0081873,tt0083483,tt0091217,tt0108002",tt0081873,tt0083483,tt0091217,tt0108002
770,nm0000771,Lysette Anthony,1963,\N,"actress,producer","tt0112896,tt0099363,tt0085811,tt0104466",tt0112896,tt0099363,tt0085811,tt0104466
771,nm0000772,Susan Anton,1950,\N,"actress,soundtrack,producer","tt0096542,tt0078694,tt0079225,tt0087032",tt0096542,tt0078694,tt0079225,tt0087032
772,nm0000773,Laura Antonelli,1941,2015,actress,"tt0071844,tt0082883,tt0074686,tt0070358",tt0071844,tt0082883,tt0074686,tt0070358
773,nm0000774,Michelangelo Antonioni,1912,2007,"writer,director,editor","tt0073580,tt0060176,tt0053619,tt0047821",tt0073580,tt0060176,tt0053619,tt0047821
774,nm0000775,Christina Applegate,1971,\N,"actress,producer,soundtrack","tt0092400,tt0101757,tt0253867,tt4651520",tt0092400,tt0101757,tt0253867,tt4651520
775,nm0000776,Michael Apted,1941,\N,"director,producer,miscellaneous","tt0157583,tt1734493,tt0143145,tt0384766",tt0157583,tt1734493,tt0143145,tt0384766
776,nm0000777,Gregg Araki,1959,\N,"writer,director,producer","tt0370986,tt2238050,tt0094134,tt1523483",tt0370986,tt2238050,tt0094134,tt1523483
777,nm0000778,Alfonso Arau,1932,\N,"actor,director,writer","tt0103994,tt0092086,tt0114887,tt0065259",tt0103994,tt0092086,tt0114887,tt0065259
778,nm0000779,Roscoe 'Fatty' Arbuckle,1887,1933,"actor,director,writer","tt0007761,tt0009389,tt0012382,tt0009123",tt0007761,tt0009389,tt0012382,tt0009123
779,nm0000780,Denys Arcand,1941,\N,"writer,director,actor","tt0090985,tt0338135,tt7231342,tt0097635",tt0090985,tt0338135,tt7231342,tt0097635
780,nm0000781,Eve Arden,1908,1990,"actress,soundtrack","tt0037913,tt0052561,tt0077631,tt0044287",tt0037913,tt0052561,tt0077631,tt0044287
781,nm0000782,Asia Argento,1975,\N,"actress,director,writer","tt0418819,tt0295701,tt0218581,tt0368774",tt0418819,tt0295701,tt0218581,tt0368774
782,nm0000783,Dario Argento,1940,\N,"writer,director,producer","tt0073582,tt0065143,tt0084777,tt0093677",tt0073582,tt0065143,tt0084777,tt0093677
783,nm0000784,Pedro Armendáriz,1912,1963,"actor,producer","tt0037981,tt0040369,tt0057076,tt0040064",tt0037981,tt0040369,tt0057076,tt0040064
784,nm0000785,Alison Armitage,1965,\N,actress,"tt0116695,tt0180339,tt0105930,tt0115237",tt0116695,tt0180339,tt0105930,tt0115237
785,nm0000786,George Armitage,1942,\N,"producer,writer,director","tt0065760,tt0119229,tt0075393,tt0100143",tt0065760,tt0119229,tt0075393,tt0100143
786,nm0000787,Bess Armstrong,1953,\N,actress,"tt0085678,tt0108872,tt0082405,tt0085750",tt0085678,tt0108872,tt0082405,tt0085750
787,nm0000788,Gillian Armstrong,1950,\N,"director,producer,writer","tt0079596,tt0245046,tt0117206,tt0110367",tt0079596,tt0245046,tt0117206,tt0110367
788,nm0000789,Desi Arnaz,1917,1986,"producer,actor,production_manager","tt0047191,tt0043208,tt1243974,tt0041475",tt0047191,tt0043208,tt1243974,tt0041475
789,nm0000790,James Arness,1923,2011,"actor,producer,miscellaneous","tt0044121,tt0047736,tt0092527,tt0047573",tt0044121,tt0047736,tt0092527,tt0047573
790,nm0000791,Jack Arnold,1916,1992,"director,producer,writer","tt0050539,tt0046876,tt0043138,tt2402723",tt0050539,tt0046876,tt0043138,tt2402723
791,nm0000792,Tom Arnold,1959,\N,"actor,producer,writer","tt0117768,tt0242445,tt0111503,tt0119640",tt0117768,tt0242445,tt0111503,tt0119640
792,nm0000793,Alexis Arquette,1969,2016,"actress,art_department,producer","tt0144120,tt0283003,tt0160862,tt0110912",tt0144120,tt0283003,tt0160862,tt0110912
793,nm0000794,Lewis Arquette,1935,2001,"actor,writer,producer","tt0078966,tt0098439,tt0118111,tt0185431",tt0078966,tt0098439,tt0118111,tt0185431
794,nm0000795,Jean Arthur,1900,1991,"actress,soundtrack","tt0031762,tt0031679,tt0030993,tt0046303",tt0031762,tt0031679,tt0030993,tt0046303
795,nm0000796,Dana Ashbrook,1967,\N,"actor,writer","tt5334704,tt0105665,tt0098936,tt0095990",tt5334704,tt0105665,tt0098936,tt0095990
796,nm0000797,Hal Ashby,1929,1988,"director,editorial_department,actor","tt0078841,tt0061811,tt0067185,tt0077362",tt0078841,tt0061811,tt0067185,tt0077362
797,nm0000798,Linden Ashby,1960,\N,"actor,director","tt0113855,tt1567432,tt0432021,tt0111756",tt0113855,tt1567432,tt0432021,tt0111756
798,nm0000799,Edward Asner,1929,\N,"actor,soundtrack,producer","tt0319343,tt0075572,tt0065314,tt1049413",tt0319343,tt0075572,tt0065314,tt1049413
799,nm0000800,Armand Assante,1949,\N,"actor,producer,soundtrack","tt0116441,tt0765429,tt0113492",tt0116441,tt0765429,tt0113492,
800,nm0000801,Olivier Assayas,1955,\N,"writer,director,assistant_director","tt2452254,tt0401711,tt1321865,tt4714782",tt2452254,tt0401711,tt1321865,tt4714782
801,nm0000802,Mary Astor,1906,1987,"actress,soundtrack","tt0035169,tt0034428,tt0033870,tt0033677",tt0035169,tt0034428,tt0033870,tt0033677
802,nm0000803,Christopher Atkins,1961,\N,"actor,writer,producer","tt0086011,tt4893122,tt0080453,tt0084504",tt0086011,tt4893122,tt0080453,tt0084504
803,nm0000804,Stéphane Audran,1932,2018,"actress,soundtrack","tt0092603,tt0068361,tt0064106,tt0062728",tt0092603,tt0068361,tt0064106,tt0062728
804,nm0000805,Claudine Auger,1941,2019,actress,"tt0080718,tt0108855,tt0059800,tt1369743",tt0080718,tt0108855,tt0059800,tt1369743
805,nm0000806,Bille August,1948,\N,"director,writer,cinematographer","tt0107151,tt0093713,tt0257215,tt0077695",tt0107151,tt0093713,tt0257215,tt0077695
806,nm0000807,Jane Austen,1775,1817,writer,"tt0414387,tt1374989,tt0116191,tt0114388",tt0414387,tt1374989,tt0116191,tt0114388
807,nm0000808,Paul Auster,1947,\N,"writer,director,producer","tt0125879,tt0114478,tt3350042,tt0479074",tt0125879,tt0114478,tt3350042,tt0479074
808,nm0000809,Daniel Auteuil,1950,\N,"actor,director,writer","tt0091288,tt0144201,tt0387898,tt0243493",tt0091288,tt0144201,tt0387898,tt0243493
809,nm0000810,Gene Autry,1907,1998,"soundtrack,actor,producer","tt0042110,tt0034106,tt0027361,tt0026867",tt0042110,tt0034106,tt0027361,tt0026867
810,nm0000811,Frankie Avalon,1940,\N,"soundtrack,actor,producer","tt0059726,tt0077631,tt0058953,tt0112641",tt0059726,tt0077631,tt0058953,tt0112641
811,nm0000812,Roger Avary,1965,\N,"producer,writer,director","tt0110912,tt0292644,tt0110265,tt7248248",tt0110912,tt0292644,tt0110265,tt7248248
812,nm0000813,Tex Avery,1908,1980,"director,animation_department,writer","tt0033698,tt0033260,tt0038702,tt0038595",tt0033698,tt0033260,tt0038702,tt0038595
813,nm0000814,John G. Avildsen,1935,2017,"director,editor,cinematographer","tt0100507,tt0075148,tt0097647,tt0087538",tt0100507,tt0075148,tt0097647,tt0087538
814,nm0000815,Mili Avital,1972,\N,"actress,director,editor","tt0112817,tt0120723,tt0181199,tt0111282",tt0112817,tt0120723,tt0181199,tt0111282
815,nm0000816,Jon Avnet,1949,\N,"producer,director,writer","tt0086200,tt0118055,tt0101921,tt0947798",tt0086200,tt0118055,tt0101921,tt0947798
816,nm0000817,Lew Ayres,1908,1996,"actor,soundtrack,director","tt0020629,tt0040495,tt0030241,tt0069768",tt0020629,tt0040495,tt0030241,tt0069768
817,nm0000818,Shabana Azmi,1950,\N,"actress,music_department","tt0083578,tt2792284,tt0116308,tt5286444",tt0083578,tt2792284,tt0116308,tt5286444
818,nm0000819,Barbara Bach,1947,\N,actress,"tt0076752,tt0064750,tt0077572,tt0080058",tt0076752,tt0064750,tt0077572,tt0080058
819,nm0000820,Burt Bacharach,1928,\N,"soundtrack,music_department,composer","tt0145660,tt0064115,tt0082031,tt0119738",tt0145660,tt0064115,tt0082031,tt0119738
820,nm0000821,Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0213890,tt5571734,tt0248126,tt0375611",tt0213890,tt5571734,tt0248126,tt0375611
821,nm0000822,Jim Backus,1913,1989,"actor,writer,soundtrack","tt0057751,tt0057193,tt0057681,tt0048545",tt0057751,tt0057193,tt0057681,tt0048545
822,nm0000823,Angelo Badalamenti,1937,\N,"music_department,composer,soundtrack","tt0166924,tt0116922,tt0344510,tt0105665",tt0166924,tt0116922,tt0344510,tt0105665
823,nm0000824,John Badham,1939,\N,"director,producer,actor","tt0086567,tt0076666,tt0091949,tt0113972",tt0086567,tt0076666,tt0091949,tt0113972
824,nm0000825,Mary Badham,1952,\N,actress,"tt0061089,tt0056592,tt0060626,tt0052520",tt0061089,tt0056592,tt0060626,tt0052520
825,nm0000826,Jane Badler,1953,\N,"actress,producer,soundtrack","tt4054004,tt0086822,tt0085106,tt4244730",tt4054004,tt0086822,tt0085106,tt4244730
826,nm0000827,Maxine Bahns,1971,\N,actress,"tt0112585,tt0117628,tt8558774,tt6517320",tt0112585,tt0117628,tt8558774,tt6517320
827,nm0000828,Barbara Bain,1931,\N,"actress,soundtrack","tt8717656,tt0072564,tt0270197,tt0060009",tt8717656,tt0072564,tt0270197,tt0060009
828,nm0000829,Stuart Baird,1947,\N,"editor,editorial_department,director","tt0381061,tt0078346,tt1074638,tt0253754",tt0381061,tt0078346,tt1074638,tt0253754
829,nm0000830,Oksana Baiul,1977,\N,actress,"tt0243458,tt7462076,tt0118186,tt0115101",tt0243458,tt7462076,tt0118186,tt0115101
830,nm0000832,Diane Baker,1938,\N,"actress,producer,production_manager","tt0058329,tt0102926,tt0115798,tt0057426",tt0058329,tt0102926,tt0115798,tt0057426
831,nm0000833,Joe Don Baker,1936,\N,"actor,production_manager,miscellaneous","tt0113189,tt0093428,tt0112715,tt0116996",tt0113189,tt0093428,tt0112715,tt0116996
832,nm0000834,Kathy Baker,1950,\N,"actress,producer","tt0099487,tt1315216,tt0124315,tt0103512",tt0099487,tt1315216,tt0124315,tt0103512
833,nm0000835,Ralph Bakshi,1938,\N,"animation_department,director,writer","tt0077869,tt0259711,tt0068612,tt0076929",tt0077869,tt0259711,tt0068612,tt0076929
834,nm0000836,Scott Bakula,1954,\N,"actor,producer,soundtrack","tt0096684,tt1291580,tt0169547,tt0244365",tt0096684,tt1291580,tt0169547,tt0244365
835,nm0000837,Bob Balaban,1945,\N,"actor,director,producer","tt0452637,tt0075860,tt0310281,tt0280707",tt0452637,tt0075860,tt0310281,tt0280707
836,nm0000838,Daniel Baldwin,1960,\N,"actor,producer,director","tt0758751,tt1830617,tt1600194,tt0368479",tt0758751,tt1830617,tt1600194,tt0368479
837,nm0000839,Ina Balin,1937,1990,"actress,writer,producer","tt0054757,tt0058456,tt0053841,tt0076984",tt0054757,tt0058456,tt0053841,tt0076984
838,nm0000840,Lucille Ball,1911,1989,"actress,production_manager,soundtrack","tt0043208,tt0055686,tt0063829,tt0062570",tt0043208,tt0055686,tt0063829,tt0062570
839,nm0000841,Michael Ballhaus,1935,2017,"cinematographer,director,actor","tt0106226,tt0103874,tt0407887,tt0099685",tt0106226,tt0103874,tt0407887,tt0099685
840,nm0000842,Martin Balsam,1919,1996,actor,"tt0054215,tt0050083,tt0074119,tt0059798",tt0054215,tt0050083,tt0074119,tt0059798
841,nm0000843,Anne Bancroft,1931,2005,"actress,soundtrack,director","tt0061722,tt0076843,tt0056241,tt0119223",tt0061722,tt0076843,tt0056241,tt0119223
842,nm0000844,Tamasaburô Bandô,1950,\N,"actor,director,writer","tt0184507,tt0230866,tt0096240,tt0108639",tt0184507,tt0230866,tt0096240,tt0108639
843,nm0000845,Tallulah Bankhead,1902,1968,actress,"tt0038040,tt0037017,tt0010798,tt0059106",tt0038040,tt0037017,tt0010798,tt0059106
844,nm0000846,Ian Bannen,1928,1999,actor,"tt0059183,tt0112573,tt0093209,tt0166396",tt0059183,tt0112573,tt0093209,tt0166396
845,nm0000847,Theda Bara,1885,1955,"actress,writer","tt0005339,tt0009792,tt0007769,tt0005100",tt0005339,tt0009792,tt0007769,tt0005100
846,nm0000848,Olivia Barash,1965,\N,"actress,soundtrack,producer","tt0090213,tt0101761,tt0087995,tt0083412",tt0090213,tt0101761,tt0087995,tt0083412
847,nm0000849,Javier Bardem,1969,\N,"actor,producer,soundtrack","tt0369702,tt0477348,tt1074638,tt1164999",tt0369702,tt0477348,tt1074638,tt1164999
848,nm0000850,Clive Barker,1952,\N,"writer,producer,actor","tt0103919,tt0805570,tt0100260,tt0093177",tt0103919,tt0805570,tt0100260,tt0093177
849,nm0000851,Lex Barker,1919,1973,actor,"tt0043025,tt0058751,tt0036493,tt0059915",tt0043025,tt0058751,tt0036493,tt0059915
850,nm0000852,Jean-Marc Barr,1960,\N,"actor,producer,director","tt1692227,tt0095250,tt0178721,tt1462411",tt1692227,tt0095250,tt0178721,tt1462411
851,nm0000853,Bruno Barreto,1955,\N,"director,producer,writer","tt0086871,tt2217458,tt0119815,tt0077452",tt0086871,tt2217458,tt0119815,tt0077452
852,nm0000854,Majel Barrett,1932,2008,"actress,producer,writer","tt0111280,tt0253754,tt0117731,tt0070909",tt0111280,tt0253754,tt0117731,tt0070909
853,nm0000855,Raymond J. Barry,1939,\N,actor,"tt0114576,tt0305711,tt0106856,tt0841046",tt0114576,tt0305711,tt0106856,tt0841046
854,nm0000856,Ethel Barrymore,1879,1959,actress,"tt0037135,tt0039694,tt0038975,tt0041746",tt0037135,tt0039694,tt0038975,tt0041746
855,nm0000857,John Drew Barrymore,1932,2004,"actor,director","tt0055866,tt0059069,tt0134061,tt0055855",tt0055866,tt0059069,tt0134061,tt0055855
856,nm0000858,John Barrymore,1882,1942,"actor,soundtrack,writer","tt0022454,tt0022958,tt0023948,tt0025919",tt0022454,tt0022958,tt0023948,tt0025919
857,nm0000859,Lionel Barrymore,1878,1954,"actor,director,soundtrack","tt0038650,tt0030993,tt0040506,tt0021885",tt0038650,tt0030993,tt0040506,tt0021885
858,nm0000860,Paul Bartel,1938,2000,"actor,director,writer","tt0098261,tt0114814,tt0083869,tt0116225",tt0098261,tt0114814,tt0083869,tt0116225
859,nm0000861,Freddie Bartholomew,1924,1992,"producer,actor,soundtrack","tt0030368,tt0026266,tt0028691,tt0027893",tt0030368,tt0026266,tt0028691,tt0027893
860,nm0000862,Robin Bartlett,1951,\N,"actress,miscellaneous","tt0120632,tt2042568,tt0097722,tt1130884",tt0120632,tt2042568,tt0097722,tt1130884
861,nm0000863,Billy Barty,1924,2000,"actor,soundtrack,director","tt0098546,tt0096446,tt0089469,tt0093507",tt0098546,tt0096446,tt0089469,tt0093507
862,nm0000864,Mikhail Baryshnikov,1948,\N,"actor,producer,miscellaneous","tt0090319,tt0136439,tt0101606,tt0076843",tt0090319,tt0136439,tt0101606,tt0076843
863,nm0000865,Richard Basehart,1914,1984,"actor,director","tt0057798,tt0049513,tt0047528,tt0043560",tt0057798,tt0049513,tt0047528,tt0043560
864,nm0000866,Saul Bass,1920,1996,"miscellaneous,art_department,director","tt0052357,tt0063804,tt0054215,tt0053125",tt0052357,tt0063804,tt0054215,tt0053125
865,nm0000867,Jason Bateman,1969,\N,"actor,producer,director","tt0467406,tt0367279,tt2170299,tt2948356",tt0467406,tt0367279,tt2170299,tt2948356
866,nm0000868,Justine Bateman,1966,\N,"actress,producer,soundtrack","tt0083413,tt0367279,tt6662050,tt6852672",tt0083413,tt0367279,tt6662050,tt6852672
867,nm0000869,Alan Bates,1934,2003,"actor,soundtrack,producer","tt0265349,tt0280707,tt0066579,tt0164184",tt0265349,tt0280707,tt0066579,tt0164184
868,nm0000870,Kathy Bates,1948,\N,"actress,director,soundtrack","tt0100157,tt0120338,tt0119942,tt0109642",tt0100157,tt0120338,tt0119942,tt0109642
869,nm0000871,Randall Batinkoff,1968,\N,"actor,producer,director","tt0119822,tt0103893,tt2357144,tt0119874",tt0119822,tt0103893,tt2357144,tt0119874
870,nm0000872,Patrick Bauchau,1938,\N,"actor,writer,producer","tt0258000,tt0090264,tt0319969,tt0115320",tt0258000,tt0090264,tt0319969,tt0115320
871,nm0000873,Belinda Bauer,1950,\N,actress,"tt0085549,tt0100502,tt0098546,tt0090066",tt0085549,tt0100502,tt0098546,tt0090066
872,nm0000874,Steven Bauer,1956,\N,"actor,producer,soundtrack","tt0086250,tt2249007,tt0117381,tt0181865",tt0086250,tt2249007,tt0117381,tt0181865
873,nm0000875,L. Frank Baum,1856,1919,"writer,producer,miscellaneous","tt0004207,tt0000679,tt3581624,tt0032138",tt0004207,tt0000679,tt3581624,tt0032138
874,nm0000876,Noah Baumbach,1969,\N,"writer,director,producer","tt2347569,tt1234654,tt7653254,tt0367089",tt2347569,tt1234654,tt7653254,tt0367089
875,nm0000877,Lamberto Bava,1944,\N,"director,assistant_director,producer","tt0101493,tt0089013,tt0088100,tt0091553",tt0101493,tt0089013,tt0088100,tt0091553
876,nm0000878,Mario Bava,1914,1980,"cinematographer,director,writer","tt0055022,tt0057443,tt0058567,tt0067656",tt0055022,tt0057443,tt0058567,tt0067656
877,nm0000879,Anne Baxter,1923,1985,"actress,soundtrack,producer","tt0038873,tt0049833,tt0042192,tt0035015",tt0038873,tt0049833,tt0042192,tt0035015
878,nm0000880,Meredith Baxter,1947,\N,"actress,soundtrack,producer","tt0073992,tt0105833,tt0083413,tt0074119",tt0073992,tt0105833,tt0083413,tt0074119
879,nm0000881,Michael Bay,1965,\N,"producer,director,actor","tt2109248,tt0120591,tt1055369,tt0117500",tt2109248,tt0120591,tt1055369,tt0117500
880,nm0000882,Nathalie Baye,1948,\N,"actress,soundtrack","tt0204709,tt1650048,tt0174330,tt0264464",tt0204709,tt1650048,tt0174330,tt0264464
881,nm0000883,Stephanie Beacham,1947,\N,"actress,soundtrack","tt0452643,tt0068505,tt0096698,tt0081856",tt0452643,tt0068505,tt0096698,tt0081856
882,nm0000884,Jennifer Beals,1963,\N,"actress,producer,soundtrack","tt0088851,tt0085549,tt0113101,tt1037705",tt0088851,tt0085549,tt0113101,tt1037705
883,nm0000885,Ned Beatty,1937,\N,"actor,soundtrack","tt0078346,tt0068473,tt0074958,tt0822854",tt0078346,tt0068473,tt0074958,tt0822854
884,nm0000886,Warren Beatty,1937,\N,"actor,soundtrack,producer","tt0099422,tt0061418,tt0082979,tt0077663",tt0099422,tt0061418,tt0082979,tt0077663
885,nm0000887,Harold Becker,1928,\N,"director,producer,cinematographer","tt0098273,tt0120749,tt0115907,tt0107497",tt0098273,tt0120749,tt0115907,tt0107497
886,nm0000888,Meret Becker,1969,\N,"actress,composer,soundtrack","tt0128133,tt0408306,tt0111613,tt0111183",tt0128133,tt0408306,tt0111613,tt0111183
887,nm0000889,Bonnie Bedelia,1948,\N,"actress,soundtrack","tt0099423,tt0085656,tt0100404,tt0095016",tt0099423,tt0085656,tt0100404,tt0095016
888,nm0000890,Noah Beery Jr.,1913,1994,"actor,soundtrack","tt0040724,tt0031762,tt0071042,tt0053946",tt0040724,tt0031762,tt0071042,tt0053946
889,nm0000891,Wallace Beery,1885,1949,"actor,director,soundtrack","tt0025948,tt0023948,tt0040271,tt0021730",tt0025948,tt0023948,tt0040271,tt0021730
890,nm0000892,Jason Beghe,1960,\N,"actor,producer","tt0479968,tt0103074,tt1458175,tt0119173",tt0479968,tt0103074,tt1458175,tt0119173
891,nm0000893,Ed Begley Jr.,1949,\N,"actor,producer,director","tt0910936,tt1178663,tt0310281,tt1289401",tt0910936,tt1178663,tt0310281,tt1289401
892,nm0000894,Jean-Jacques Beineix,1946,\N,"producer,assistant_director,director","tt0104473,tt0082269,tt0090563,tt0098226",tt0104473,tt0082269,tt0090563,tt0098226
893,nm0000895,Barbara Bel Geddes,1922,2005,"actress,soundtrack","tt0042832,tt0052357,tt0040458,tt0077000",tt0042832,tt0052357,tt0040458,tt0077000
894,nm0000896,Harry Belafonte,1927,\N,"soundtrack,actor,producer","tt7349662,tt0053454,tt0308055,tt0116745",tt7349662,tt0053454,tt0308055,tt0116745
895,nm0000897,Ralph Bellamy,1904,1991,"actor,soundtrack","tt0086465,tt0063522,tt0032599,tt0028597",tt0086465,tt0063522,tt0032599,tt0028597
896,nm0000898,Kathleen Beller,1956,\N,actress,"tt0071562,tt0084749,tt0081856,tt0077952",tt0071562,tt0084749,tt0081856,tt0077952
897,nm0000899,Monica Bellucci,1964,\N,"actress,soundtrack","tt0213847,tt0234215,tt0242653,tt0237534",tt0213847,tt0234215,tt0242653,tt0237534
898,nm0000900,Pamela Bellwood,1951,\N,actress,"tt0081485,tt0075648,tt0081856,tt0075359",tt0081485,tt0075648,tt0081856,tt0075359
899,nm0000901,Jean-Paul Belmondo,1933,\N,"actor,producer,stunts","tt0059592,tt0095386,tt0061452,tt0053472",tt0059592,tt0095386,tt0061452,tt0053472
900,nm0000902,Jim Belushi,1954,\N,"actor,music_department,producer","tt0117468,tt0086465,tt0091419,tt0095963",tt0117468,tt0086465,tt0091419,tt0095963
901,nm0000903,Brian Benben,1956,\N,"actor,producer,writer","tt0167547,tt0110939,tt0099817,tt0098780",tt0167547,tt0110939,tt0099817,tt0098780
902,nm0000904,William Bendix,1906,1964,"actor,soundtrack,writer","tt0038369,tt0037017,tt0034798,tt0043465",tt0038369,tt0037017,tt0034798,tt0043465
903,nm0000905,Roberto Benigni,1952,\N,"actor,writer,director","tt0090967,tt0255477,tt0118799,tt0419198",tt0090967,tt0255477,tt0118799,tt0419198
904,nm0000906,Annette Bening,1958,\N,"actress,soundtrack,executive","tt0169547,tt4385888,tt0112346,tt0842926",tt0169547,tt4385888,tt0112346,tt0842926
905,nm0000907,Richard Benjamin,1938,\N,"actor,director,producer","tt0064381,tt0070909,tt0070291,tt0118954",tt0064381,tt0070909,tt0070291,tt0118954
906,nm0000908,David Bennent,1966,\N,actor,"tt0089469,tt0078875,tt0303457,tt0085289",tt0089469,tt0078875,tt0303457,tt0085289
907,nm0000909,Constance Bennett,1904,1965,"actress,soundtrack,producer","tt0023786,tt0029682,tt0030442,tt0023686",tt0023786,tt0029682,tt0030442,tt0023686
908,nm0000910,Joan Bennett,1910,1990,"actress,soundtrack","tt0059978,tt0037469,tt0038057,tt0076786",tt0059978,tt0037469,tt0038057,tt0076786
909,nm0000911,Nigel Bennett,1949,\N,"actor,director,soundtrack","tt0284978,tt0110322,tt0103417,tt5580390",tt0284978,tt0110322,tt0103417,tt5580390
910,nm0000912,Jack Benny,1894,1974,"actor,soundtrack,producer","tt0037790,tt0042116,tt0035446,tt0031611",tt0037790,tt0042116,tt0035446,tt0031611
911,nm0000913,Robby Benson,1956,\N,"actor,director,soundtrack","tt0040053,tt0101414,tt0076500,tt0108778",tt0040053,tt0101414,tt0076500,tt0108778
912,nm0000914,Robert Benton,1932,\N,"writer,director,producer","tt0087921,tt0078346,tt0079417,tt0061418",tt0087921,tt0078346,tt0079417,tt0061418
913,nm0000915,Bruce Beresford,1940,\N,"director,producer,writer","tt0080310,tt0091081,tt6684884,tt0097239",tt0080310,tt0091081,tt6684884,tt0097239
914,nm0000916,Peter Berg,1964,\N,"producer,actor,writer","tt0124198,tt0369339,tt1091191,tt0108724",tt0124198,tt0369339,tt1091191,tt0108724
915,nm0000917,Polly Bergen,1930,2014,"actress,soundtrack,miscellaneous","tt0085112,tt0048893,tt0099329,tt0055824",tt0085112,tt0048893,tt0099329,tt0055824
916,nm0000918,Helmut Berger,1944,\N,"actor,soundtrack","tt0064118,tt0068883,tt0073634,tt0099674",tt0064118,tt0068883,tt0073634,tt0099674
917,nm0000919,Senta Berger,1941,\N,"actress,producer,soundtrack","tt0896680,tt0090465,tt0062657,tt0061568",tt0896680,tt0090465,tt0062657,tt0061568
918,nm0000920,Patrick Bergin,1951,\N,"actor,soundtrack,producer","tt0105112,tt0102945,tt0102340,tt0102797",tt0105112,tt0102945,tt0102340,tt0102797
919,nm0000921,Andrew Bergman,1945,\N,"writer,director,producer","tt0117765,tt0089155,tt0071230,tt0110167",tt0117765,tt0089155,tt0071230,tt0110167
920,nm0000922,Sandahl Bergman,1951,\N,"actress,soundtrack","tt0093171,tt0082198,tt0089893,tt0090009",tt0093171,tt0082198,tt0089893,tt0090009
921,nm0000923,Busby Berkeley,1895,1976,"miscellaneous,director,music_department","tt0025028,tt0027686,tt0033110,tt0026421",tt0025028,tt0027686,tt0033110,tt0026421
922,nm0000924,Elizabeth Berkley,1972,\N,"actress,soundtrack","tt0256524,tt0114436,tt0116313,tt1231277",tt0256524,tt0114436,tt0116313,tt1231277
923,nm0000925,Steven Berkoff,1937,\N,"actor,writer,director","tt0086960,tt0086034,tt0066921,tt1243957",tt0086960,tt0086034,tt0066921,tt1243957
924,nm0000926,Milton Berle,1908,2002,"actor,producer,soundtrack","tt0057193,tt0059410,tt0079588,tt0040041",tt0057193,tt0059410,tt0079588,tt0040041
925,nm0000927,Irving Berlin,1888,1989,"soundtrack,music_department,writer","tt1655420,tt0038370,tt0034862,tt0036430",tt1655420,tt0038370,tt0034862,tt0036430
